scalerank	featurecla	labelrank	sovereignt	sov_a3	adm0_dif	level	type	admin	adm0_a3	geou_dif	geounit	gu_a3	su_dif	subunit	su_a3	brk_diff	name	name_long	brk_a3	brk_name	brk_group	abbrev	postal	formal_en	formal_fr	note_adm0	note_brk	name_sort	name_alt	mapcolor7	mapcolor8	mapcolor9	mapcolor13	pop_est	gdp_md_est	pop_year	lastcensus	gdp_year	economy	income_grp	wikipedia	fips_10	iso_a2	iso_a3	iso_n3	un_a3	wb_a2	wb_a3	woe_id	adm0_a3_is	adm0_a3_us	adm0_a3_un	adm0_a3_wb	continent	region_un	subregion	region_wb	name_len	long_len	abbrev_len	tiny	homepart	day0	day1	day2	day3	day4	day5	day6	day7	day8	day9
3	Admin-0 country	4	China	CH1	1	2	Country	Macao S.A.R	MAC	0	Macao S.A.R	MAC	0	Macao S.A.R	MAC	0	Macao	Macao	MAC	Macao		Mac.	MO	Macao Special Administrative Region, PRC		China		Macao SAR, China		4	4	4	3	559846	18140.0	-99	2011	-99	6. Developing region	2. High income: nonOECD	-99		MO	MAC	446	446	MO	MAC	-99	MAC	MAC	-99	-99	Asia	Asia	Eastern Asia	East Asia & Pacific	5	5	4	-99	-99	#4b5b0a	#5d1cb3	#de9330	#b8f65	#f3b943	#aa6006	#335689	#7fbbfb	#6a080a	#ffcb92
3	Admin-0 country	6	France	FR1	1	2	Dependency	Saint Martin	MAF	0	Saint Martin	MAF	0	Saint Martin	MAF	0	St-Martin	Saint-Martin	MAF	Saint-Martin		St. M.	MF	Saint-Martin (French part)		Fr.		St. Martin (French part)		7	5	9	11	36661	449.0	2008	-99	1999	6. Developing region	2. High income: nonOECD	0		MF	MAF	663	663	MF	MAF	-99	MAF	MAF	-99	-99	North America	Americas	Caribbean	Latin America & Caribbean	9	12	6	4	-99	#d942a5	#491dbd	#66e824	#8dede3	#2e5efe	#701f4f	#27d375	#67f387	#873521	#b8d4f
1	Admin-0 country	3	Morocco	MAR	0	2	Sovereign country	Morocco	MAR	0	Morocco	MAR	0	Morocco	MAR	0	Morocco	Morocco	MAR	Morocco		Mor.	MA	Kingdom of Morocco				Morocco		2	2	3	9	34859364	136600.0	-99	2004	-99	6. Developing region	4. Lower middle income	-99		MA	MAR	504	504	MA	MAR	-99	MAR	MAR	-99	-99	Africa	Africa	Northern Africa	Middle East & North Africa	7	7	4	-99	1	#2732cc	#1be6c4	#fcbaf7	#a5c905	#522a24	#acb295	#1d95f	#9b34ab	#eca446	#cc074f
6	Admin-0 country	6	Monaco	MCO	0	2	Sovereign country	Monaco	MCO	0	Monaco	MCO	0	Monaco	MCO	0	Monaco	Monaco	MCO	Monaco		Mco.	MC	Principality of Monaco				Monaco		1	1	2	12	32965	976.3	-99	2008	-99	2. Developed region: nonG7	2. High income: nonOECD	-99		MC	MCO	492	492	MC	MCO	-99	MCO	MCO	-99	-99	Europe	Europe	Western Europe	Europe & Central Asia	6	6	4	5	1	#7c52df	#cc4909	#47b0d3	#8a7afd	#3733b0	#9a0b91	#158afb	#30c3a1	#84cc27	#5cee50
1	Admin-0 country	6	Moldova	MDA	0	2	Sovereign country	Moldova	MDA	0	Moldova	MDA	0	Moldova	MDA	0	Moldova	Moldova	MDA	Moldova		Mda.	MD	Republic of Moldova				Moldova		3	5	4	12	4320748	10670.0	-99	2004	-99	6. Developing region	4. Lower middle income	-99		MD	MDA	498	498	MD	MDA	-99	MDA	MDA	-99	-99	Europe	Europe	Eastern Europe	Europe & Central Asia	7	7	4	-99	1	#bf2dda	#ff3565	#edbdc0	#17a8c9	#4c3db7	#119eb4	#e24817	#87ee9	#93222d	#e17796
1	Admin-0 country	3	Madagascar	MDG	0	2	Sovereign country	Madagascar	MDG	0	Madagascar	MDG	0	Madagascar	MDG	0	Madagascar	Madagascar	MDG	Madagascar		Mad.	MG	Republic of Madagascar				Madagascar		6	5	2	3	20653556	20130.0	-99	1993	-99	7. Least developed region	5. Low income	-99		MG	MDG	450	450	MG	MDG	-99	MDG	MDG	-99	-99	Africa	Africa	Eastern Africa	Sub-Saharan Africa	10	10	4	-99	1	#395349	#1fdfbe	#f624a9	#fb4104	#e0a292	#fbd2b2	#dc32ef	#14757	#4540bb	#53dc13
3	Admin-0 country	5	Maldives	MDV	0	2	Sovereign country	Maldives	MDV	0	Maldives	MDV	0	Maldives	MDV	0	Maldives	Maldives	MDV	Maldives		Mald.	MV	Republic of Maldives				Maldives		2	3	1	7	396334	1716.0	-99	2011	-99	6. Developing region	3. Upper middle income	-99		MV	MDV	462	462	MV	MDV	-99	MDV	B13	-99	-99	Seven seas (open ocean)	Asia	Southern Asia	South Asia	8	8	5	2	1	#43396c	#8e0268	#a69404	#51fb12	#8f3620	#f95607	#40ea9b	#8823db	#b99d26	#513bcd
1	Admin-0 country	2	Mexico	MEX	0	2	Sovereign country	Mexico	MEX	0	Mexico	MEX	0	Mexico	MEX	0	Mexico	Mexico	MEX	Mexico		Mex.	MX	United Mexican States				Mexico		6	1	7	3	111211789	1563000.0	-99	2010	-99	4. Emerging region: MIKT	3. Upper middle income	-99		MX	MEX	484	484	MX	MEX	-99	MEX	MEX	-99	-99	North America	Americas	Central America	Latin America & Caribbean	6	6	4	-99	1	#be0d1c	#e69e38	#198548	#2218fe	#a2e1e7	#3c3164	#92d437	#1756f8	#5b915e	#8029ed
5	Admin-0 country	6	Marshall Islands	MHL	0	2	Sovereign country	Marshall Islands	MHL	0	Marshall Islands	MHL	0	Marshall Islands	MHL	0	Marshall Is.	Marshall Islands	MHL	Marshall Is.		M. Is.	MH	Republic of the Marshall Islands				Marshall Islands		2	5	5	3	64522	133.5	-99	2011	-99	6. Developing region	4. Lower middle income	-99		MH	MHL	584	584	MH	MHL	-99	MHL	MHL	-99	-99	Oceania	Oceania	Micronesia	East Asia & Pacific	12	16	6	2	1	#b8d20c	#42a0c8	#244655	#cd8717	#5efc84	#bdafd6	#c2dfae	#109045	#395153	#1a3646
1	Admin-0 country	6	Macedonia	MKD	0	2	Sovereign country	Macedonia	MKD	0	Macedonia	MKD	0	Macedonia	MKD	0	Macedonia	Macedonia	MKD	Macedonia		Mkd.	MK	Former Yugoslav Republic of Macedonia				Macedonia, FYR		5	3	7	3	2066718	18780.0	-99	2010	-99	6. Developing region	3. Upper middle income	-99		MK	MKD	807	807	MK	MKD	-99	MKD	MKD	-99	-99	Europe	Europe	Southern Europe	Europe & Central Asia	9	9	4	-99	1	#35f122	#d3e582	#8d32c5	#9cc031	#76fd36	#4a2847	#28f77d	#e09de9	#8b4eb9	#2c40a0
1	Admin-0 country	3	Mali	MLI	0	2	Sovereign country	Mali	MLI	0	Mali	MLI	0	Mali	MLI	0	Mali	Mali	MLI	Mali		Mali	ML	Republic of Mali				Mali		1	4	1	7	12666987	14590.0	-99	2009	-99	7. Least developed region	5. Low income	-99		ML	MLI	466	466	ML	MLI	-99	MLI	MLI	-99	-99	Africa	Africa	Western Africa	Sub-Saharan Africa	4	4	4	-99	1	#e2ee0e	#e4bb94	#964ccf	#f901db	#10ea6e	#db1bb8	#ded8c9	#7e7865	#e58211	#7ee672
3	Admin-0 country	5	Malta	MLT	0	2	Sovereign country	Malta	MLT	0	Malta	MLT	0	Malta	MLT	0	Malta	Malta	MLT	Malta		Malta	M	Republic of Malta				Malta		1	4	1	8	405165	9962.0	-99	2005	-99	2. Developed region: nonG7	2. High income: nonOECD	-99		MT	MLT	470	470	MT	MLT	-99	MLT	MLT	-99	-99	Europe	Europe	Southern Europe	Middle East & North Africa	5	5	5	3	1	#5457d6	#80809	#259a22	#36cf31	#6c7cec	#abc5c9	#c0214f	#44b7ac	#fe1411	#112096
1	Admin-0 country	3	Myanmar	MMR	0	2	Sovereign country	Myanmar	MMR	0	Myanmar	MMR	0	Myanmar	MMR	0	Myanmar	Myanmar	MMR	Myanmar		Myan.	MM	Republic of the Union of Myanmar				Myanmar		2	2	5	13	48137741	55130.0	-99	1983	-99	7. Least developed region	5. Low income	-99		MM	MMR	104	104	MM	MMR	-99	MMR	MMR	-99	-99	Asia	Asia	South-Eastern Asia	East Asia & Pacific	7	7	5	-99	1	#782fa8	#b87fec	#d079c8	#73e095	#8d6778	#d3f132	#845849	#d6f6e6	#381d89	#e0f32a
1	Admin-0 country	6	Montenegro	MNE	0	2	Sovereign country	Montenegro	MNE	0	Montenegro	MNE	0	Montenegro	MNE	0	Montenegro	Montenegro	MNE	Montenegro		Mont.	ME	Montenegro				Montenegro		4	1	4	5	672180	6816.0	-99	2011	-99	6. Developing region	3. Upper middle income	-99		ME	MNE	499	499	ME	MNE	-99	MNE	MNE	-99	-99	Europe	Europe	Southern Europe	Europe & Central Asia	10	10	5	-99	1	#194010	#12121c	#4d731b	#2e8408	#1ee698	#7c8257	#4e722	#3b5e3d	#834cbb	#77c180
1	Admin-0 country	3	Mongolia	MNG	0	2	Sovereign country	Mongolia	MNG	0	Mongolia	MNG	0	Mongolia	MNG	0	Mongolia	Mongolia	MNG	Mongolia		Mong.	MN	Mongolia				Mongolia		3	5	5	6	3041142	9476.0	-99	2010	-99	6. Developing region	4. Lower middle income	-99		MN	MNG	496	496	MN	MNG	-99	MNG	MNG	-99	-99	Asia	Asia	Eastern Asia	East Asia & Pacific	8	8	5	-99	1	#5def71	#424190	#109be9	#c7a1af	#863d92	#ec08fa	#99be5c	#493a40	#215573	#62a1b3
3	Admin-0 country	6	United States of America	US1	1	2	Dependency	Northern Mariana Islands	MNP	0	Northern Mariana Islands	MNP	0	Northern Mariana Islands	MNP	0	N. Mariana Is.	Northern Mariana Islands	MNP	N. Mariana Is.		N.M.I.	MP	Commonwealth of the Northern Mariana Islands		Commonwealth of U.S.A.		Northern Mariana Islands		4	5	1	1	88662	900.0	-99	2010	-99	6. Developing region	2. High income: nonOECD	-99		MP	MNP	580	580	MP	MNP	-99	MNP	MNP	-99	-99	Oceania	Oceania	Micronesia	East Asia & Pacific	14	24	6	3	-99	#ea672	#1d29f1	#9b8434	#347357	#89c50	#5a64c5	#407d8e	#4f46cd	#c2d3d1	#604659
1	Admin-0 country	3	Mozambique	MOZ	0	2	Sovereign country	Mozambique	MOZ	0	Mozambique	MOZ	0	Mozambique	MOZ	0	Mozambique	Mozambique	MOZ	Mozambique		Moz.	MZ	Republic of Mozambique				Mozambique		4	2	1	4	21669278	18940.0	-99	2007	-99	7. Least developed region	5. Low income	-99		MZ	MOZ	508	508	MZ	MOZ	-99	MOZ	MOZ	-99	-99	Africa	Africa	Eastern Africa	Sub-Saharan Africa	10	10	4	-99	1	#ac646e	#6fe86b	#b8dfcd	#aee9a7	#d77cbb	#fb48b0	#bf59a9	#a7c228	#e15004	#86e69c
1	Admin-0 country	3	Mauritania	MRT	0	2	Sovereign country	Mauritania	MRT	0	Mauritania	MRT	0	Mauritania	MRT	0	Mauritania	Mauritania	MRT	Mauritania		Mrt.	MR	Islamic Republic of Mauritania				Mauritania		3	3	2	1	3129486	6308.0	-99	2000	-99	7. Least developed region	5. Low income	-99		MR	MRT	478	478	MR	MRT	-99	MRT	MRT	-99	-99	Africa	Africa	Western Africa	Sub-Saharan Africa	10	10	4	-99	1	#8cdf60	#85acfd	#1e9b1	#5062dd	#26ad65	#5c80eb	#6e4cd7	#a91a7b	#96b431	#54d1f3
3	Admin-0 country	6	United Kingdom	GB1	1	2	Dependency	Montserrat	MSR	0	Montserrat	MSR	0	Montserrat	MSR	0	Montserrat	Montserrat	MSR	Montserrat		Monts.	MS			U.K.		Montserrat		6	6	6	3	5097	29.0	-99	-99	-99	6. Developing region	4. Lower middle income	-99		MS	MSR	500	500	-99	-99	-99	MSR	MSR	-99	-99	North America	Americas	Caribbean	Latin America & Caribbean	10	10	6	6	-99	#598d1c	#db2a61	#ce8597	#1c9dbf	#b51990	#2cf6f7	#3dc5a5	#298172	#b66a39	#6f2ad7
1	Admin-0 country	5	Mauritius	MUS	0	2	Sovereign country	Mauritius	MUS	0	Mauritius	MUS	0	Mauritius	MUS	0	Mauritius	Mauritius	MUS	Mauritius		Mus.	MU	Republic of Mauritius				Mauritius		1	3	5	7	1284264	15270.0	-99	2011	-99	6. Developing region	3. Upper middle income	-99		MU	MUS	480	480	MU	MUS	-99	MUS	MUS	-99	-99	Seven seas (open ocean)	Africa	Eastern Africa	Sub-Saharan Africa	9	9	4	2	1	#7ccb2d	#cc71ac	#3db1a1	#581c6c	#71159c	#8c911b	#dc923f	#31e094	#24e3e2	#50357d
1	Admin-0 country	6	Malawi	MWI	0	2	Sovereign country	Malawi	MWI	0	Malawi	MWI	0	Malawi	MWI	0	Malawi	Malawi	MWI	Malawi		Mal.	MW	Republic of Malawi				Malawi		1	3	4	5	14268711	11810.0	-99	2008	-99	7. Least developed region	5. Low income	-99		MW	MWI	454	454	MW	MWI	-99	MWI	MWI	-99	-99	Africa	Africa	Eastern Africa	Sub-Saharan Africa	6	6	4	-99	1	#4cdfa	#9ea0ec	#caf8fd	#d5e51c	#3a145a	#7e43aa	#2af6b1	#c4ee2f	#32da86	#91307d
1	Admin-0 country	3	Malaysia	MYS	0	2	Sovereign country	Malaysia	MYS	0	Malaysia	MYS	0	Malaysia	MYS	0	Malaysia	Malaysia	MYS	Malaysia		Malay.	MY	Malaysia				Malaysia		2	4	3	6	25715819	384300.0	-99	2010	-99	6. Developing region	3. Upper middle income	-99		MY	MYS	458	458	MY	MYS	-99	MYS	MYS	-99	-99	Asia	Asia	South-Eastern Asia	East Asia & Pacific	8	8	6	-99	1	#a7226e	#52cf24	#63c077	#56af8d	#c8a6b4	#919ab5	#56f6ce	#d5274c	#5f31c3	#e8fac6
1	Admin-0 country	3	Namibia	NAM	0	2	Sovereign country	Namibia	NAM	0	Namibia	NAM	0	Namibia	NAM	0	Namibia	Namibia	NAM	Namibia		Nam.		Republic of Namibia				Namibia		4	1	1	7	2108665	13250.0	-99	2001	-99	6. Developing region	3. Upper middle income	-99			NAM	516	516		NAM	-99	NAM	NAM	-99	-99	Africa	Africa	Southern Africa	Sub-Saharan Africa	7	7	4	-99	1	#eaaa4a	#57686c	#f1a234	#1d9ae6	#35651b	#8dca4	#2d2ac2	#c2334	#ac85c3	#6e89ce
1	Admin-0 country	3	France	FR1	1	2	Dependency	New Caledonia	NCL	0	New Caledonia	NCL	0	New Caledonia	NCL	0	New Caledonia	New Caledonia	NCL	New Caledonia		New C.	NC	New Caledonia	Nouvelle-Calédonie	Fr.		New Caledonia		7	5	9	11	227436	3158.0	-99	2009	-99	6. Developing region	2. High income: nonOECD	-99		NC	NCL	540	540	NC	NCL	-99	NCL	NCL	-99	-99	Oceania	Oceania	Melanesia	East Asia & Pacific	13	13	6	-99	-99	#bb9462	#d57f3f	#7ca75	#77ab4f	#17e4	#f95199	#ca3862	#cf37de	#21725e	#25b1f8
1	Admin-0 country	3	Niger	NER	0	2	Sovereign country	Niger	NER	0	Niger	NER	0	Niger	NER	0	Niger	Niger	NER	Niger		Niger	NE	Republic of Niger				Niger		4	5	3	13	15306252	10040.0	-99	2001	-99	7. Least developed region	5. Low income	-99		NE	NER	562	562	NE	NER	-99	NER	NER	-99	-99	Africa	Africa	Western Africa	Sub-Saharan Africa	5	5	5	-99	1	#351cbf	#7e1d46	#17541e	#547fe6	#b28c1a	#a65ece	#3a5627	#8c1241	#301575	#16b552
5	Admin-0 country	5	Australia	AU1	1	2	Dependency	Norfolk Island	NFK	0	Norfolk Island	NFK	0	Norfolk Island	NFK	0	Norfolk Island	Norfolk Island	NFK	Norfolk Island		Nfk. I.	NF	Territory of Norfolk Island		Auz.		Norfolk Island		1	2	2	7	2141	32.115	-99	-99	-99	6. Developing region	4. Lower middle income	-99		NF	NFK	574	574	-99	-99	-99	NFK	NFK	-99	-99	Oceania	Oceania	Australia and New Zealand	East Asia & Pacific	14	14	7	-99	-99	#c7cf01	#29d967	#a6b988	#698c44	#885e7f	#80cbc3	#36edec	#874e97	#3d3032	#bb0385
1	Admin-0 country	2	Nigeria	NGA	0	2	Sovereign country	Nigeria	NGA	0	Nigeria	NGA	0	Nigeria	NGA	0	Nigeria	Nigeria	NGA	Nigeria		Nigeria	NG	Federal Republic of Nigeria				Nigeria		3	2	5	2	149229090	335400.0	-99	2006	-99	5. Emerging region: G20	4. Lower middle income	-99		NG	NGA	566	566	NG	NGA	-99	NGA	NGA	-99	-99	Africa	Africa	Western Africa	Sub-Saharan Africa	7	7	7	-99	1	#ee50fd	#83c817	#72e49b	#af31c3	#798c40	#9339b0	#5f6dfc	#d2de99	#65df4e	#cf5c79
1	Admin-0 country	5	Nicaragua	NIC	0	2	Sovereign country	Nicaragua	NIC	0	Nicaragua	NIC	0	Nicaragua	NIC	0	Nicaragua	Nicaragua	NIC	Nicaragua		Nic.	NI	Republic of Nicaragua				Nicaragua		1	4	1	9	5891199	16790.0	-99	2005	-99	6. Developing region	4. Lower middle income	-99		NI	NIC	558	558	NI	NIC	-99	NIC	NIC	-99	-99	North America	Americas	Central America	Latin America & Caribbean	9	9	4	-99	1	#bb23fa	#54cc6c	#b9906b	#7dc8e3	#dbe0df	#d82591	#754a1a	#c0a301	#601c9a	#2f46ad
3	Admin-0 country	4	New Zealand	NZ1	1	2	Dependency	Niue	NIU	0	Niue	NIU	0	Niue	NIU	0	Niue	Niue	NIU	Niue		Niue	NU			Assoc. with N.Z.		Niue		3	3	4	4	1398	10.01	-99	-99	-99	6. Developing region	3. Upper middle income	-99		NU	NIU	570	570	-99	-99	-99	NIU	NIU	-99	-99	Oceania	Oceania	Polynesia	East Asia & Pacific	4	4	4	3	-99	#9820f7	#19149a	#167298	#5c1695	#5b218d	#8a1a42	#3ee81	#cd179f	#a41e92	#26c2d6
1	Admin-0 country	5	Netherlands	NL1	1	2	Country	Netherlands	NLD	0	Netherlands	NLD	0	Netherlands	NLD	0	Netherlands	Netherlands	NLD	Netherlands		Neth.	NL	Kingdom of the Netherlands				Netherlands		4	2	2	9	16715999	672000.0	-99	2011	-99	2. Developed region: nonG7	1. High income: OECD	-99		NL	NLD	528	528	NL	NLD	-99	NLD	NLD	-99	-99	Europe	Europe	Western Europe	Europe & Central Asia	11	11	5	-99	1	#21c141	#5af393	#f2b72	#3337a7	#9657ca	#eca095	#fc65f7	#b69e8	#90b30f	#9899a0
1	Admin-0 country	3	Norway	NOR	0	2	Sovereign country	Norway	NOR	0	Norway	NOR	0	Norway	NOR	0	Norway	Norway	NOR	Norway		Nor.	N	Kingdom of Norway				Norway		5	3	8	12	4676305	276400.0	-99	2001	-99	2. Developed region: nonG7	1. High income: OECD	-99		NO	NOR	578	578	NO	NOR	-99	NOR	NOR	-99	-99	Europe	Europe	Northern Europe	Europe & Central Asia	6	6	4	-99	1	#2296d0	#96e4b4	#cfe5cd	#be8790	#e86294	#c4460b	#69f33a	#76f0d8	#3ab748	#e2eaae
1	Admin-0 country	3	Nepal	NPL	0	2	Sovereign country	Nepal	NPL	0	Nepal	NPL	0	Nepal	NPL	0	Nepal	Nepal	NPL	Nepal		Nepal	NP	Nepal				Nepal		2	2	3	12	28563377	31080.0	-99	2001	-99	7. Least developed region	5. Low income	-99		NP	NPL	524	524	NP	NPL	-99	NPL	NPL	-99	-99	Asia	Asia	Southern Asia	South Asia	5	5	5	-99	1	#100b5c	#5a5754	#25ab46	#dafe9f	#82e80e	#c878c3	#73f745	#61105	#cda66d	#fc1081
3	Admin-0 country	6	Nauru	NRU	0	2	Sovereign country	Nauru	NRU	0	Nauru	NRU	0	Nauru	NRU	0	Nauru	Nauru	NRU	Nauru		Nauru	NR	Republic of Nauru				Nauru		3	7	6	9	14019	60.0	-99	-99	-99	6. Developing region	4. Lower middle income	-99		NR	NRU	520	520	-99	-99	-99	NRU	NRU	-99	-99	Oceania	Oceania	Micronesia	East Asia & Pacific	5	5	5	3	1	#21f73d	#cb0667	#d16c9e	#db1103	#162251	#4908a6	#4dc1a8	#a47a8	#ba404	#d6b00e
1	Admin-0 country	2	New Zealand	NZ1	1	2	Country	New Zealand	NZL	0	New Zealand	NZL	0	New Zealand	NZL	0	New Zealand	New Zealand	NZL	New Zealand		N.Z.	NZ	New Zealand				New Zealand		3	3	4	4	4213418	116700.0	-99	2006	-99	2. Developed region: nonG7	1. High income: OECD	-99		NZ	NZL	554	554	NZ	NZL	-99	NZL	NZL	-99	-99	Oceania	Oceania	Australia and New Zealand	East Asia & Pacific	11	11	4	-99	1	#9769f6	#52b7f9	#20df02	#d65e19	#ba50b1	#32364e	#c63499	#cc9e8d	#1e40bf	#25aac1
1	Admin-0 country	4	Oman	OMN	0	2	Sovereign country	Oman	OMN	0	Oman	OMN	0	Oman	OMN	0	Oman	Oman	OMN	Oman		Oman	OM	Sultanate of Oman				Oman		1	4	1	6	3418085	66980.0	-99	2010	-99	6. Developing region	2. High income: nonOECD	-99		OM	OMN	512	512	OM	OMN	-99	OMN	OMN	-99	-99	Asia	Asia	Western Asia	Middle East & North Africa	4	4	4	-99	1	#7e849f	#78f3a7	#eedc28	#a68813	#55dd93	#aaafb9	#62328c	#4a842e	#743f51	#abb036
1	Admin-0 country	2	Pakistan	PAK	0	2	Sovereign country	Pakistan	PAK	0	Pakistan	PAK	0	Pakistan	PAK	0	Pakistan	Pakistan	PAK	Pakistan		Pak.	PK	Islamic Republic of Pakistan				Pakistan		2	2	3	11	176242949	427300.0	-99	1998	-99	5. Emerging region: G20	4. Lower middle income	-99		PK	PAK	586	586	PK	PAK	-99	PAK	PAK	-99	-99	Asia	Asia	Southern Asia	South Asia	8	8	4	-99	1	#ea3880	#2c8bce	#db3702	#109406	#464aee	#6bf4a5	#c63e6	#9f728a	#e8aab	#fca804
1	Admin-0 country	4	Panama	PAN	0	2	Sovereign country	Panama	PAN	0	Panama	PAN	0	Panama	PAN	0	Panama	Panama	PAN	Panama		Pan.	PA	Republic of Panama				Panama		4	4	6	3	3360474	38830.0	-99	2010	-99	6. Developing region	3. Upper middle income	-99		PA	PAN	591	591	PA	PAN	-99	PAN	PAN	-99	-99	North America	Americas	Central America	Latin America & Caribbean	6	6	4	-99	1	#43daa9	#3b5c5	#d9fb64	#eeb6d6	#1e2c2c	#ec3509	#bb9919	#76b008	#441a37	#4a4f62
3	Admin-0 country	4	United Kingdom	GB1	1	2	Dependency	Pitcairn Islands	PCN	0	Pitcairn Islands	PCN	0	Pitcairn Islands	PCN	0	Pitcairn Is.	Pitcairn Islands	PCN	Pitcairn Is.		Pit. Is.	PN	Pitcairn, Henderson, Ducie and Oeno Islands		U.K.		Pitcairn Islands		6	6	6	3	48	0.72	-99	-99	-99	7. Least developed region	5. Low income	-99		PN	PCN	612	612	-99	-99	-99	PCN	PCN	-99	-99	Oceania	Oceania	Polynesia	East Asia & Pacific	12	16	8	-99	-99	#fc1350	#68f54f	#7b49b7	#b3ccc8	#3179db	#120222	#b7c616	#d8412f	#d5ce45	#3b77d7
1	Admin-0 country	2	Peru	PER	0	2	Sovereign country	Peru	PER	0	Peru	PER	0	Peru	PER	0	Peru	Peru	PER	Peru		Peru	PE	Republic of Peru				Peru		4	4	4	11	29546963	247300.0	-99	2007	-99	5. Emerging region: G20	3. Upper middle income	-99		PE	PER	604	604	PE	PER	-99	PER	PER	-99	-99	South America	Americas	South America	Latin America & Caribbean	4	4	4	-99	1	#e97b05	#cca194	#be9693	#5206f1	#65a6f8	#49f104	#4542d5	#944a6b	#21afa1	#1883db
1	Admin-0 country	2	Philippines	PHL	0	2	Sovereign country	Philippines	PHL	0	Philippines	PHL	0	Philippines	PHL	0	Philippines	Philippines	PHL	Philippines		Phil.	PH	Republic of the Philippines				Philippines		3	2	2	8	97976603	317500.0	-99	2010	-99	5. Emerging region: G20	4. Lower middle income	-99		PH	PHL	608	608	PH	PHL	-99	PHL	PHL	-99	-99	Asia	Asia	South-Eastern Asia	East Asia & Pacific	11	11	5	-99	1	#ddaeca	#41d229	#a33b4f	#f3da66	#f42ece	#3329d7	#50c8bd	#b72702	#bfe686	#b810ab
1	Admin-0 country	6	Palau	PLW	0	2	Sovereign country	Palau	PLW	0	Palau	PLW	0	Palau	PLW	0	Palau	Palau	PLW	Palau		Palau	PW	Republic of Palau				Palau		2	5	1	12	20796	164.0	-99	2010	-99	6. Developing region	3. Upper middle income	-99		PW	PLW	585	585	PW	PLW	-99	PLW	PLW	-99	-99	Oceania	Oceania	Micronesia	East Asia & Pacific	5	5	5	2	1	#620429	#21a75e	#99b33c	#49f651	#84cfb	#e98a3c	#5c5181	#a683e6	#17ee38	#21b2f4
1	Admin-0 country	2	Papua New Guinea	PNG	0	2	Sovereign country	Papua New Guinea	PNG	0	Papua New Guinea	PNG	1	Papua New Guinea	PN1	0	Papua New Guinea	Papua New Guinea	PN1	Papua New Guinea		P.N.G.	PG	Independent State of Papua New Guinea				Papua New Guinea		4	2	3	1	6057263	13210.0	-99	2000	-99	6. Developing region	4. Lower middle income	-99		PG	PNG	598	598	PG	PNG	-99	PNG	PNG	-99	-99	Oceania	Oceania	Melanesia	East Asia & Pacific	16	16	6	-99	1	#91168e	#92b716	#ce5659	#c4c1a7	#1c5358	#95a039	#35e031	#14e5e	#7bbd8b	#dace02
1	Admin-0 country	3	Poland	POL	0	2	Sovereign country	Poland	POL	0	Poland	POL	0	Poland	POL	0	Poland	Poland	POL	Poland		Pol.	PL	Republic of Poland				Poland		3	7	1	2	38482919	667900.0	-99	2011	-99	2. Developed region: nonG7	1. High income: OECD	-99		PL	POL	616	616	PL	POL	-99	POL	POL	-99	-99	Europe	Europe	Eastern Europe	Europe & Central Asia	6	6	4	-99	1	#2d0264	#dd3621	#2e5afd	#795055	#b4752c	#52530a	#dc32aa	#2039e1	#9b3095	#1ca92b
1	Admin-0 country	5	United States of America	US1	1	2	Dependency	Puerto Rico	PRI	0	Puerto Rico	PRI	0	Puerto Rico	PRI	0	Puerto Rico	Puerto Rico	PRI	Puerto Rico		P.R.	PR	Commonwealth of Puerto Rico		Commonwealth of U.S.A.		Puerto Rico		4	5	1	1	3971020	70230.0	-99	2010	-99	6. Developing region	2. High income: nonOECD	-99		PR	PRI	630	630	PR	PRI	-99	PRI	PRI	-99	-99	North America	Americas	Caribbean	Latin America & Caribbean	11	11	4	-99	-99	#f6471c	#e43a0e	#56c3b7	#80f2d0	#f6fe4d	#8b10fc	#7aac30	#7216b9	#37cc8e	#60d04e
1	Admin-0 country	3	North Korea	PRK	0	2	Sovereign country	North Korea	PRK	0	North Korea	PRK	0	North Korea	PRK	0	Dem. Rep. Korea	Dem. Rep. Korea	PRK	Dem. Rep. Korea		N.K.	KP	Democratic People's Republic of Korea				Korea, Dem. Rep.		3	5	3	9	22665345	40000.0	-99	2009	-99	7. Least developed region	5. Low income	-99		KP	PRK	408	408	KP	PRK	-99	PRK	PRK	-99	-99	Asia	Asia	Eastern Asia	East Asia & Pacific	15	15	4	-99	1	#cfbaa7	#fb983b	#b72ead	#7c23cd	#a63ebd	#e822f3	#6e0a6e	#c4bdb0	#8d8980	#1841e6
1	Admin-0 country	2	Portugal	PRT	0	2	Sovereign country	Portugal	PRT	0	Portugal	PRT	1	Portugal	PR1	0	Portugal	Portugal	PR1	Portugal		Port.	P	Portuguese Republic				Portugal		1	7	1	4	10707924	208627.0	-99	2011	0	2. Developed region: nonG7	1. High income: OECD	-99		PT	PRT	620	620	PT	PRT	-99	PRT	PRT	-99	-99	Europe	Europe	Southern Europe	Europe & Central Asia	8	8	5	-99	1	#d5714	#3ddcc8	#c2123c	#28eae2	#e5d8a7	#69b7bf	#b727d6	#abf1d7	#3345bd	#383512
